ID,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two),reviews_list,menu_item,listed_in(type),listed_in(city)
49,"6th Block, 3rd Stage, Outer Ring Road, Banashakari
","Naidu Tiffins 
",Yes,No,4.4/5,67,null,Banashankari,Self-service,"South meals, Idly, Dosa",South Indian,200,"One of early breakfast place in Bangalore. They start by 3:00 am in the morning and you get Idli, vada, mushroom biriyani and variety of Dose(dosa). You also get coffee and tea along with smokes. So when you run out of smokes you can get from them. I have given 4 star",[],Street Stalls,Banashankari
50,"97, sri sai plaza, 21st Main Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070","Brahmana prasadam
 ",No,No,4.0/5,1412,8050830446,Banashankari,Casual Dining,South meals  ,South Indian,350,"If you are confused about where to have your lunch, which would be yum as well as worth visiting to it, this will be the place for you all.The quality & taste of the food was so good, especially I loved their rasam. What they server for ?200 is more than worth having here, also the hygiene was well maintained and totally loved their authenticity of serving in banana leaf.",[],Hotel,Banashankari
51,"No. 37, Aster RV Hospital Campus, 24th Main Rd, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Paakashala,Yes,Yes,4.2/5,5121,9380909952,JP Nagar,Casual Dining,"Bisi Bele Bath, Carot Halwa
","South Indian, North Indian, Beverages

",900,"Been missing restaurants serving Bangalore kind of freshly cooked tasty food. Visited Paakashala hotel yesterday after couple of months, was pleasant surprised to find that there has been no decline in quality of their food. Can say they better than their best too. clean and relaxing place for a family dine in, with no hassle of car parking or walking long distance after car parking.",[],Restaurant,JP Nagar
52,"16th Cross Road, Sampige Rd 
Malleshwaram, Bengaluru, Karnataka 560003",Sri Sai Baba Sandwich,No,No,4.3/5,59,null,Malleshwaram,Self-service,Sandwich,Indian Street Food,150,"Nestled amidst the vibrant streets of Malleswaram, there exists an iconic sandwich haven that has carved its name as the unrivaled champion of culinary delight - the renowned road side sandwich shop. This unassuming culinary shrine stands tall, a beacon of gastronomic excellence, drawing in throngs of loyal patrons who seek nothing short of sandwich perfection",[],Street Stalls,Malleshwaram
53,"2, 111/112, 2nd Floor, 100 Feet Road, Outer Ring Rd, Banashankari 3rd Stage, Bengaluru, Karnataka 560085","Kake dihatti
",Yes,Yes,4.4/5,1209,9108127750,Banashankari,Casual Dining,"Roti, Lassi",North Indian,1200,"Unique and eye-catching decor, definitely made the place memorable. Decent ambience, good for a relaxed meal or casual drinks. Food was tasty and enjoyable, no complaints there.",[],Restaurant,Banashankari
54,"38/1, Sannidhi Rd, NR Colony, Basavanagudi, Bengaluru, Karnataka 560004",Cool Corner,Yes,No,4.1/5,2343,26916505,Basavanagudi,Self-service,"Ice Creams, Dose
","South Indian, Indian Street Food",350,"Food is reasonably good, although bit expensive for the quantity.Would recommend the pizza the most. They also have good cake and hot chocolate fudge, cake fudge's quantity is enough to feed two people if you're not eating only the fudge. Sandwich tasted good but lacked in the filling with paneer. If your taking stuff like sandwiches or pizzas the wait time will be a bit high though.",[],Hotel,Basavanagudi
55,"1st floor 81,8th cross, Dattatreya temple street, 8th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003",Basaveshwar Khanavali,Yes,No,4.1/5,2614,23343399,Malleshwaram,Casual Dining,Jolad Roti,Indian ,250,"I had my dinner here. It’s an unlimited meal, so you can have how much ever roti and rice you can have. The staffs are friendly. Do not get irritated while serving food. In fact they want us to enjoy their meal. The food was great, quality is super high. I suggest you people to have this meal in noon as lunch.Cozy ambience",[],Restaurant,Malleshwaram
56,"56/1, Sri Krishna Towers, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Thyme & Whisk,Yes,Yes,4.2/5,3128,40977577,Jayanagar,Casual Dining,"Mocktails, Broccoli and Almonds, All healthy items
","Italian, Japanese",1200,A great veg restaurant. Good for families and friends. The place can get noisy and crowded so that shows the belief of folks on the quality of the food. The service is quick and they don’t serve alcohol. Varied cuisine helps in choosing a few dishes in each cuisine. Loved the pizza and garlic bread.Take time and better to call ahead and reserve the table.,[],Cafe,Jayanagar
57,"Next to Kalyani Magnum Tech Park, JP Nagar 4th Phase, Bengaluru, Karnataka 560078",Hunger Camp,Yes,Yes,4.2/5,2198,7625041222,JP Nagar,Casual Dining,Roti Curry,North Indian,1000,"Hunger camp is one of the best family restaurants in JP Nagar, Bengaluru. The ambience of restaurant is very unique, based on military theme. Kids will enjoy a lot. The seating arrangement, lights, menu, ambience is based on military theme. The food is very good, less oily and pricing is decent. The staff are very courteous, service is fast. If you are in a large group ask for basement setup, which is more kick-axx. The only problem is limited car parking and no valet service. Enough space available for two wheeler parking.",[],Restaurant,JP Nagar
58,"16, Outer Ring Rd, beside Domino's, 3rd Phase, Phase 3, Banashankari, Bengaluru, Karnataka 560085",Gulp,Yes,Yes,4.2/5,561,9845967899,Banashankari,Casual Dining,"Veg Pizza, Espresso Martini
","Multi-Cuisine
",1400,"I recently visited Gulp Cocktail and Kitchen, a newly opened bar and kitchen. I was immediately impressed by the beautiful interior, which is stylish and yet inviting. The ambience is perfect for a romantic dinner or a night out with friends.",[],Cafe,Banashankari
59,"63 Panduranga Nagar, J. P. Nagar, Bengaluru, Karnataka 560078",TFG Cafe,Yes,Yes,4.1/5,523,8792079996,JP Nagar,Casual Dining,"Desserts, Berliners, Pizzza
","Italian, French",1200,"Love love love everything about this cafe.It’s quaint, cute and has a charming vibe. Their hospitality was so good and food, oh my god!! It was delicious Our stomach and heart both were full. They fed us till we dropped. Every dish served on the table was mouth watering. I personally loved hummus and lavash with my apple beetroot carrot drink",[],Cafe,JP Nagar
60,"616/2, 31st Cross, 10th A Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",Pankaj Delicasies,Yes,No,4.5/5,688,9845871805,Jayanagar,Casual Dining,"Roti Curry, Jain Foods
",North Indian,500,"Loved their Thali. It was so fulfilling and each item in the Thali was so delicious. If you are craving for some North Indian food,this place is a must visit",[],Restaurant,Jayanagar
61,"1162, 22nd Main Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",Ravi Gobi,Yes,No,4.1/5,2089,9743120661,Banashankari,Self-service,"Gobi, Babycorn Manchurian, Noodles",Chinese  ,150,"The owner was so kind to give me half plate of mushroom manchurian to tast. The manchurian tastes so delicious and the sauce that goes into it imparts a bit of tart and tanginess to your palate. Overall, a great place foranhurian and Chinese in Bengaluru. Must try for all Bangaloreans.",[],Street Stalls,Banashankari
62,"BDA Complex, 433/30, 10th Main Rd,  above miniso, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011","Aditya Foods
",Yes,No,4.6/5,638,9353854771,Jayanagar,Casual Dining,Andhra Dishes,Indian ,400,"Enjoyed a delightful family dining at this restaurant where the cuisine is both authentic and flavorful. The hospitality surpassed expectations, truly remarkable. Highly recommend",[],Restaurant,Jayanagar
63,"1299, 50 Feet Main Rd, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078","Bidadi Thatte Idly
",No,No,4.4/5,802,null,Banashankari,Self-service,"Idly, Vada",South Indian,150,I loved it The Idli's here are very soft and taste awesome with 2 types of chutney. You have an option for uddin wada or Masala wada with idli lll visit again.,[],Street Stalls,Banashankari
64,"PB No 413 & 185, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004",SLN Muddanna Palav,Yes,No,4.5/5,89,null,"Basavanagudi
",Self-service,"Masala Dosa, Idly, Pulav",South Indian,150,"Randomly walking by the street of Gandhi bazar found this place and tried the sabbakki dose, sabbakki idli and Pulao. It was dam good, delicious and you will enjoy it until the last bite.",[],Street Stalls,Basavanagudi
65,"95, Harikrishna building , 3rd cross, Landmark, Sampige Rd, next to pie mobiles, Malleshwaram, Bengaluru, Karnataka 560003","Bhagyalakshmi Butter and Gulkand Store
",Yes,No,4.4/5,992,9845580031,Malleshwaram,Self-service,"Gulkand, ice Cream",Ice Creams and Beverages,150,"When it comes to gulkand this place comes as the most favourite and most recommended option in bangalore. They serve gulkand with butter, dry fruits, ice cream and fruits. They also have gulkand smeared inside bun option. Definitely one ll love this place after visit. Remember one ll love it only if they have sweet pallate.",[],Street Stalls,Malleshwaram
66,"42/1, 15th Main Rd, MRCR Layout, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040","Snack O Pedia
",Yes,No,4.0/5,52,9886157819,Vijayanagar,Self-service,"Burger, French Fries",Italian,250,Excellent taste and very friendly workers and variety of options. ; The Veggie supreme burger is awesome. Lovely place. Nice ambiance as well. Totally a good place to eat and hangout,[],Street Stalls,Vijayanagar
67,"34/1, 3rd floor and 4th floor 36th cross, 6th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560041",DYCE,Yes,Yes,4.2/5,885,7760843436,Jayanagar,Casual Dining,"Pasta, Pizza","Italian, French",1400,"Nestled on the third floor of a Jayanagar building, this restaurant offers a dining experience that seamlessly blends luxury with exclusivity. Despite leaning towards the higher end in terms of pricing, the establishment's exceptional ambiance justifies the expense, making it a standout choice for those seeking a refined dining experience in Bangalore",[],Cafe,Jayanagar
68,"747, 80 Feet Rd, 2nd Phase, Hosakerehalli Layout, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",Nammura Oota,No,No,4.6/5,673,null,Banashankari,Casual Dining,South meals  ,South Indian,150,"One of the best place to This is a good place to have lunch at midday. The food is very good. Estee had the meal. Only 50Rs. Everyone, give it at least once",[],Hotel,Banashankari
69,"Ground floor, 765, 8th Cross Rd, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040","Shivara Thindi
",Yes,No,4.0/5,239,null,Vijayanagar,Self-service,"Chiblu Idly, Mysore Masala Dosa","South Indian, North Indian
",200,Mini Rameshwaram Cafe ( Look and Ambience wise)Hygiene is super awesome.Food is really good with reasonable prices.Self service. Place available for sitting.Parking for 2 wheeler is not a problem.,[],Hotel,Vijayanagar
70,"Pipeline Rd, 1st Block, Hanumanthnagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560050",Mr.Manchurian,Yes,No,4.6/5,26,9886863436,Banashankari,Self-service,"Gobi, Babycorn Manchurian, Potato Twister",Chinese  ,200,Gobi Manchurian & pepper dry items are very tasty & hygiene. ; Gobi manchurian was super& pepper dry is yammi.,[],Street Stalls,Banashankari
71,"6, 10th Main Rd, Opposite Banshankari stage 1 post office, 2nd Block, SBM Colony, Banashankari 1st Stage, Bengaluru, Karnataka 560050",Brahmin Cafe,Yes,No,4.4/5,5200,9845142501,Banashankari,Self-service,"Masala Dosa, Idly, Kharabath, Sajige, All Healthy Foods

","South Indian
",200,"Everything about this place is amazing. Feels so authentic and down to earth. Food quality is awesome. Dishes keep on coming and it's worth every penny paid. They only serve full meals in afternoon. Place is usually crowded but they have ample seating space. Since it's an old building you can't expect a fancy ambience but the vibe is pleasant. Place is neat, clean and service is quick",[],Hotel,Banashankari
72,"146&147, 7th Main, 27th Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",Echakh Danah,Yes,Yes,4.4/5,304,9513381666,Jayanagar,Casual Dining,"Peri Peri Panner Tikka, Sizzler","Chinese, North Indian",1200,One of the few good authentic Pure Vegetarian North Indian fine dine as well as takeaway restaurant very near to Jayanagar Metro station. ; Recently I and my friends had visited this restaurant for lunch and first we tried their different types of soups among them my favourite was veg wonton soup and starters were amazing especially the Mushroom Bomb . Main course was also good . In dessert we choose Sizzling Brownie.One of the best vegetarian restaurants in Jayanagar .,[],Restaurant,Jayanagar
73,"Ganesha Temple, 30th cross, and, near maiyas, 4th Block, Jayanagar, Bengaluru, Karnataka 560004","Ballary famous Cycle Khova
",Yes,No,4.7/5,108,9108272461,Jayanagar,Self-service,Khova,Indian ,100,"Cart is available just diagnol opposite to Maiyas . Ballari Famous Cycle Khova delivers a top-notch authentic taste, especially when enjoyed hot. They offer parcel services, and though the price is a bit high, the delightful taste makes it worth the expense. Definitely worth a try, especially for those who appreciate quality flavors.",[],Street Stalls,Jayanagar
